championId,win,ban,version
2,1,12,8.7
117,0,76,8.7
497,1,5,8.7
412,1,-1,8.7
16,0,-1,8.7
51,0,145,8.7
121,0,72,8.7
51,0,13,8.7
98,0,145,8.7
2,1,145,8.7
50,1,121,8.7
2,0,164,8.7
76,1,121,8.7
25,0,13,8.8
154,0,72,8.8
121,1,-1,8.8
57,0,121,8.8
202,1,76,8.8
114,0,76,8.8
31,0,5,8.8
31,1,-1,8.8
7,0,145,8.8
64,0,51,8.8
121,1,28,8.8
223,1,121,8.8
13,1,25,8.8
40,1,145,8.8
81,1,145,8.8
43,1,76,8.8
13,0,145,8.8
60,1,163,8.8
202,0,164,8.8
40,0,-1,8.8
69,1,105,8.8
43,0,13,8.8
41,1,105,8.8
63,1,38,8.8
266,0,498,8.8
5,0,39,8.8
141,0,39,8.8
69,0,497,8.8
25,0,7,8.8
50,1,164,8.8
136,0,164,8.8
121,1,25,8.8
48,0,105,8.8
89,0,27,8.8
12,1,-1,8.8
114,1,51,8.8
43,1,142,8.8
497,0,25,8.8
497,1,164,8.8
39,0,24,8.8
39,1,12,8.8
72,0,13,8.7
98,0,-1,8.7
72,1,136,8.7
11,1,223,8.7
145,0,3,8.7
202,0,76,8.7
43,0,2,8.7
40,0,121,8.7
498,0,114,8.7
30,0,164,8.7
69,1,157,8.7
145,0,114,8.7
34,1,25,8.7
164,1,-1,8.7
202,1,39,8.7
48,1,497,8.7
145,1,163,8.7
20,1,497,8.7
58,1,41,8.7
18,1,-1,8.7
12,0,23,8.7
121,0,142,8.7
81,1,39,8.7
142,0,51,8.7
18,1,-1,8.7
14,0,39,8.7
25,0,-1,8.6
51,0,126,8.6
27,0,41,8.6
12,0,164,8.6
67,0,105,8.6
81,1,51,8.6
4,0,50,8.6
43,0,266,8.6
76,0,105,8.6
126,1,12,8.6
2,1,24,8.6
64,1,98,8.6
202,1,164,8.6
7,0,223,8.6
105,1,2,8.6
245,1,25,8.6
13,1,41,8.6
164,0,-1,8.6
69,0,41,8.6
8,1,136,8.6
110,0,145,8.6
41,0,76,8.6
134,0,2,8.6
24,0,136,8.6
238,0,497,8.6
69,0,-1,8.6
142,1,41,8.6
105,0,3,8.6
41,0,50,8.6
245,0,50,8.6
497,1,27,8.6
268,1,498,8.6
2,1,498,8.5
3,0,62,8.5
31,1,105,8.5
12,0,223,8.5
142,0,51,8.5
18,0,14,8.5
498,0,114,8.5
50,1,150,8.5
53,1,41,8.5
157,0,3,8.5
7,1,-1,8.5
69,0,3,8.5
80,1,497,8.8
157,1,51,8.8
64,1,78,8.8
201,0,41,8.8
27,1,105,8.8
